,Chips,Current_Bet,Draws,Last_Action,Last_Action_Bet
0,420,10,0,-1,0
0,410,10,0,-1,0
0,498,10,0,-1,0
0,6,10,0,1,0
0,180,10,0,0,0
0,169,10,0,-1,0
0,0,0,0,-1,0
