,Chips,Current_Bet,Draws,Last_Action,Last_Action_Bet
0,180,10,0,1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,216,10,0,-1,0
0,601,10,0,-1,0
