,Chips,Current_Bet,Draws,Last_Action,Last_Action_Bet
0,190,10,0,0,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,180,20,0,3,20
0,169,10,0,-1,0
0,547,10,0,-1,0
0,190,10,0,0,0
0,190,10,0,-1,0
0,143,47,0,4,47
